accessContext,technicalComplexity,has_accepted_answer,date_created,technicalDomain,rootCauseCategory,summary,title,causedByOutdatedStack,isDocumentationGap,topic_id
other,3,True,2025-02-13 20:34:25.359000+00:00,integration,incorrect_configuration,"This pull request adds auto tenant creation/activation availability details to version documentation, resolves a missing import in the custom connection, and includes additional configuration and timeout imports.",[Docs] Missing Imports for some examples,False,False,10336
python_client,4,True,2024-08-24 09:01:26.832000+00:00,queries,conceptual_misunderstanding,The user was experiencing issues with similarity search in Weaviate due to incorrect schema setup and missing target vector specification in the search query. The resolution involved specifying the target vector in the search query and selecting specific metadata fields to return.,Similarity search issues,False,False,3444
python_client,4,False,2024-09-25 12:43:03.359000+00:00,ingestion,incorrect_usage,"User Mit_Patel has difficulty adding embeddings to a database using the Llama3 model, while trying to build an RAG pipeline. DudaNogueira suggests checking if embeddings are being vectorized themselves or if Weaviate should be used to do so, and asks for the code snippet where the data is ingested.",Embeddings,False,False,4318
python_client,5,True,2024-09-01 04:57:11.252000+00:00,server_setup,bug_or_limit,"The issue arises due to the AUTO_SCHEMA_ENABLED feature in Weaviate which changes the schema upon inserting the first property without specifying it during collection creation. To resolve this, either disable AUTO_SCHEMA_ENABLED or provide a nested property when specifying an OBJECT data type.",Specifying properties with multi-tenancy causes bug,True,True,3946
cloud_console,3,False,2025-03-02 13:23:43.945000+00:00,others,bug_or_limit,"A user experienced a daily request limit on their sandbox Weaviate instance after upgrading to a paid plan, but resolving the issue can be done by reaching out to support via email.",429 after upgrading,False,False,10627
"Using the Weaviate REST API directly, including GraphQL queries",5,True,2025-01-19 09:45:26.538000+00:00,server_setup,bug_or_limit,"A corrupted .db file caused a 'makeslice: len out of range' error in Weaviate, which can cause database operations to fail. The corrupted file can be removed, and new data will be written correctly. However, recovering the damaged data may require re-ingesting it.",Runtime error: makeslice: len out of range,False,False,9811
python_client,4,True,2024-08-12 17:09:31.376000+00:00,deployment,incorrect_configuration,"The user encountered an issue connecting to Weaviate Cloud from within a Kubernetes environment using the Weaviate client library. After troubleshooting and debugging, the root cause was found to be an incorrectly decoded AWS secret that contained the Weaviate API key. The solution involved specifying ""none"" instead of ""auto"" for the secret decoding.",[Question] Python - weaviate client 4.0 cannot connect from inside kubernetes,False,False,3335
rest_api,4,False,2024-07-31 23:15:37.062000+00:00,deployment,bug_or_limit,"The user experienced crashes in their Weaviate deployment due to issues joining the cluster and restoring from previous crashes, but was able to resolve the issue by deleting all persistent volumes and claims and starting fresh.",Node crashloop in K8 deployment,False,False,3236
rest_api,3,False,2024-07-25 11:27:21.750000+00:00,queries,conceptual_misunderging,"The user wants to improve their Weaviate query to compare distances between questions only, and DudaNogueira suggests either skipping vectorization on non-question properties or creating separate named vectors for the entire object and just the question property.",Help searching inside the objects in my weaviate,False,False,3169
rest_api,4,False,2024-09-17 05:31:00.019000+00:00,queries,conceptual_misunderstanding,"Binary Quantization (BQ) does not apply to 'bring your own vectors' scenarios, and even when enabled, it doesn't provide significant storage savings due to storing both compressed and uncompressed vectors on disk, while reducing memory usage.",Binary Quantization Vector Not Found in Collection,False,False,4179
python_client,4,True,2024-03-29 05:25:51.786000+00:00,ingestion,conceptual_misunderstanding,"To add a new property to a collection using V4 client, one can use `collection.config.add_property(Property(name=""name"", data_type=DataType.TEXT))`. However, this may lead to limitations in inverted-index related behavior like filtering by the new property's length or null status if done after importing objects. To avoid this, it's recommended to either add the property before importing objects or delete the collection, re-create it with the new property, and then re-import the data.",How to add new property to an existing collection with V4 client,False,False,1850
python_client,5,False,2025-01-23 13:09:01.662000+00:00,ingestion,performance,User experiencing low QPS when migrating 10 million records between two Weaviate instances using gRPC; possible causes include insufficient resources allocated on the server side.,Low QPS when using gRPC (v4) to batch insert data,False,False,9864
rest_api,5,False,2024-10-21 12:34:05.396000+00:00,server_setup,bug_or_limit,"Weaviate does not support gRPC on a custom path; however, a workaround exists for supporting HTTP connections with a custom path by creating a custom `ConnectionParams` class and setting the path manually.",V4 Client can't parse my custom url,False,False,5818
python_client,5,False,2024-11-18 10:06:37.781000+00:00,server_setup,bug_or_limit,"User experiences connection issues with Weaviate v4 on an AWS Ubuntu instance using the gevent worker class in Gunicorn, but sync and gthread configurations work fine. Dirk suggests trying the async client or checking related GitHub issues (#1292 and #1309).",Issue with Connecting to Weaviate Cloud Using gevent Worker Class on AWS Ubuntu Instance,False,False,7630
rest_api,2,True,2024-11-27 18:10:53.434000+00:00,queries,conceptual_misunderstanding,"To change the generative OpenAI model in Weaviate, create a new schema with the desired model, PUT it to the server, and then update the collection's schema reference to point to the new schema. However, no data migration is required when changing the generative model. But, upgrading to Weaviate 1.28.3 may resolve issues related to mismatched vector dimensions during hybrid searches. Also, ensure to escape special characters in queries properly.",What is the process for changing vectorizer model,False,False,8661
rest_api,3,True,2024-12-09 10:26:30.830000+00:00,queries,data_modeling,"The user wanted to ""penalize"" search results based on frequent provider ids. DudaNogueira suggested using BM25 to consider common tokens and grouping by provider_id for post-processing.",Penalizing Frequent Property Values in Vector/Hybrid Search,False,True,9164
rest_api,5,False,2023-08-30 18:02:03.482000+00:00,deployment,incorrect_configuration,"After referencing the provided code snippets, adding the 'storageClassName' field to the PVC definitions and setting 'existingClaim' to true in values.yaml resolved the issue of Weaviate using the PVC instead of creating a new one.",Cannot bind to existing PVC,False,False,598
llm_framework,5,True,2024-11-13 00:03:38.835000+00:00,queries,conceptual_misunderstanding,"The user had issues with near_text queries returning inconsistent results due to incorrect configuration and vector indexing, which were resolved by correcting the configuration and indexing settings.",Problem with near_text Query and Metadata Filtering in Weaviate,False,False,7559
other,3,True,2024-07-12 05:11:37.381000+00:00,server_setup,bug_or_limit,"Use the iterator method without specifying a limit to retrieve all items in a collection; alternatively, use the query method with a large limit to achieve the same result.",Fetch_objects only returns 10 items is limit is no specified,True,False,3026
python_client,3,False,2024-11-28 14:06:41.384000+00:00,queries,conceptual_misunderstanding,"The user was having an issue where the metadata was returning as null when using Weaviate's near_text function, but the resolution was to explicitly request the metadata to be returned by adding the 'return_metadata' parameter to the query.",Metadata is empty,False,False,8825
rest_api,5,False,2024-04-12 06:57:52.833000+00:00,integration,bug_or_limit,"Weaviate version 1.24.3 and later versions exhibit inconsistent behavior when retrieving hybrid scores, sometimes delivering random scores followed by all None values before reverting back to consistent scores upon fourth attempt.",Hybrid score returning NONE scores randomly for the same query with the same chunks,True,False,1996
python_client,2,True,2025-01-09 14:29:23.139000+00:00,deployment,incorrect_configuration,User 'fbernard' experienced an ImportError when trying to run a script using Weaviate in a Conda environment with Python 3.12 on Linux. The issue was resolved by installing 'weaviate-client' using pip instead of 'weaviate'.,Python 3.12 import error for weaviate,False,False,9652
rest_api,2,False,2025-03-09 02:31:59.756000+00:00,integration,bug_or_limit,"User Lynn Mikami asked for Postman alternatives for testing APIs, and Naomi Clarkson recommended ApiDog, Bruno, Insomnia, and Thunder Client as good substitutes.",Is there a good postman alternative for testing APIs?,False,False,16698
python_client,4,False,2024-08-27 10:54:49.897000+00:00,deployment,performance,"The user observed high latency issues with Weaviate version 1.22.8 running on a single node with 500k objects, but after updating to version 1.26.1 with 3 shards, they found that the latency actually increased with replication factor 2, despite having ample memory and compute resources available. However, switching to the gRPC client (v4) improved dense query latency by 40%, but worsened sparse query performance by 40%. The team recommends further testing with different configurations, such as replication factors and index settings.",High Query latency in Weaviate,True,False,3686
python_client,3,False,2024-12-20 07:59:12.187000+00:00,server_setup,conceptual_misunderstanding,"The session_pool_connections parameter specifies the initial size of the connection pool, while session_pool_maxsize sets the maximum number of allowed keep-alive connections.",Connection pool,False,True,9356
rest_api,5,False,2025-02-21 13:38:13.517000+00:00,integration,incorrect_configuration,The user has a multi-vector configuration set up incorrectly while trying to insert data into the collection.,"Collection is configured without multiple named vectors, but received named vectors",False,True,10492
ts_client,5,True,2024-07-30 11:25:11.546000+00:00,queries,bug_or_limit,"The `ask` capability is not available in TypeScript client v3 and may not be supported due to its reliance on GraphQL, whereas the new client uses gRPC. However, users can continue to use v2 for now or use v2 to build the GraphQL query and then send it through the v3 client's raw query method.",How to use Question Answering module with TypeScript v3 client?,False,False,3220
docker,4,False,2025-03-09 23:35:41.533000+00:00,deployment,bug_or_limit,"User experiencing communication issues between nodes in a Weaviate multi-node cluster deployed via Docker, resolved by updating to the latest version (1.26.17) using Helm charts.","memberlist: Got ping for unexpected node node1 from=59.70.88.222:60544""",True,False,17635
other,4,True,2024-10-11 20:37:05.280000+00:00,deployment,bug_or_limit,Failed to start Verba on Docker in Windows due to library compatibility issues. Changing the base image in the Dockerfile resolved the problem.,Failed to start Verba on Docker in Windows,False,False,4888
ts_client,4,False,2024-08-19 23:21:29.146000+00:00,queries,incorrect_usage,"The user asked about batching query by ID using the JS/TS v3 client, and was resolved by replacing .equal() with .containsAny() in the filter",How can I batch query by id when using JS/TS v3?,False,False,3398
python_client,5,True,2024-11-07 06:35:25.970000+00:00,deployment,bug_or_limit,"User reported slow bootstrapping of Weaviate server due to enabling Raft on version 1.27.1 with 2687 schemas, taking around 45 minutes. A temporary workaround was suggested using an image preview-skip-the-schema-callbacks-when-raft-schema-is-still-catching-up-701ac1b, which is based on Weaviate 1.26, requiring a downgrade from 1.27.1. A patch fix has since been merged into the mainline and will be included in future versions 1.25+, resolving the issue.",Raft make boostrapping take too long,False,False,7474
rest_api,4,False,2025-01-06 23:29:56.974000+00:00,deployment,performance,"The user is experiencing 'disk quota exceeded' errors in Weaviate when using EFS on AWS due to Weaviate holding locks on too many files. The recommended solution involves switching to EBS, using more nodes, tenant offloading, and upgrading Weaviate.",Weaviate Holding Locks on EFS Files Causing disk quota exceeded Errors,False,False,9598
llm_framework,4,False,2024-07-19 03:37:31.088000+00:00,ingestion,bug_or_limit,"User experienced unexpected status code 503 while ingesting data into Weaviate using WeaviateVectorStore.from_documents(), despite enabling async indexing and cluster scaling; suggested solution was to examine server logs.",Getting UnexpectedStatusCodeError: Collection may not exist.!,False,False,3095
rest_api,4,False,2024-12-25 12:06:48.150000+00:00,integration,bug_or_limit,The Weaviate cosine similarity calculation differs from ScikitLearn due to potentially incorrect vectorization method used in Weaviate. Magdalena suggests checking if Weaviate uses Sentence Transformers' vectorization method.,Weaviate cosine similarity completelly different than ScikitLearn with SentenceTransformer vectorizer,True,False,9436
other,3,False,2024-11-24 22:23:25.384000+00:00,ingestion,conceptual_misunderstanding,"The user asks if it's possible to add metadata and labels to documents in Weaviate after they've been vectorized. Duda responds that yes, it's possible, but updating an object will trigger a new vectorization unless the property is set to be skipped during import. If using Verba, the user would typically need to delete and re-upload the document or directly access Weaviate to make changes.",Update Document Metadata and labels after importing and vectorizing,False,False,7940
python_client,5,True,2024-06-19 07:45:05.510000+00:00,server_setup,conceptual_misunderstanding,"The user had issues with Weaviate multi-node setup where data was not replicated across nodes due to missing RAFT configuration. Adding RAFT_JOIN variables solved the issue, but setting this up for all nodes may not be necessary if only one node is a voter. The user also discovered that they could add all nodes to the RAFT_JOIN variable.",Multi nodes running unnormally,False,False,2747
other,3,False,2025-02-17 14:43:24.034000+00:00,integration,bug_or_limit,"User asked about updating the endpoint URL of HuggingFace vectorizer in an existing collection, but it's not currently possible; the resolution is to migrate data to a new collection.",How to update the endpoint_url of huggingface vectorizer of an existing collection ? given the model is same,False,False,10417
python_client,3,True,2025-01-19 01:49:07.818000+00:00,deployment,incorrect_configuration,The issue of connecting to an existing Weaviate collection using an embedded client was resolved by setting environment variables explicitly.,Node name error on query - using embedded client on an existing collection,False,False,9809
python_client,4,False,2024-07-25 00:04:59.247000+00:00,ingestion,bug_or_limit,"User encountered an error when trying to add video objects to Weaviate collection, receiving a 400 error due to unsupported dimension parameter with video input; updating Weaviate client and server versions resolved the issue.",Error in adding a video object to collection,True,False,3163
python_client,4,False,2024-08-13 05:49:30.497000+00:00,queries,bug_or_limit,"To retrieve all documents in Weaviate without returning partial results due to pagination limits, use the cursor API to iterate through all data, especially recommended for large datasets. For filtering exact matches, consider using the prefix operator instead of Equal for queries involving special characters like Chinese text.",[Question] How to retrieve all documents in weaviate?,True,False,3339
python_client,4,True,2025-02-07 16:17:00.692000+00:00,deployment,incorrect_configuration,The issue was resolved by installing Verba using the official Docker image instead of building it from source.,Verba Docker installation on Debian,False,False,10040
rest_api,3,True,2025-03-18 01:46:50.224000+00:00,deployment,incorrect_configuration,"User experienced issues with API key updates not taking effect after modifying values.yaml and performing helm upgrade, resolved by rolling out a restart of the Weaviate cluster using kubectl rollout restart command.",API Key change in values.yaml when deploying Weaviate in k8s does not update in the cluster,False,False,19969
docker,5,True,2024-09-10 14:44:12.258000+00:00,deployment,bug_or_limit,"The issue with deploying Verba v1.0.3 and v2.0.0 on Windows is likely due to missing dependencies or incorrect environment variable settings, particularly related to COHERE_API_KEY. Resolving the issue involves defining the COHERE_API_KEY environment variable with a working CoHere API key or removing unnecessary dependencies.",Unable to deploy Verba v1.0.3 and v2.0.0 with Docker on Windows,True,False,4092
rest_api,4,True,2024-08-26 13:56:44.518000+00:00,server_setup,incorrect_configuration,"The user was experiencing issues with data replication between Weaviate nodes, specifically with indexing and sharing data across multiple nodes. The resolution involved checking the logs for memberlist connections, verifying the replication factor and consistency settings, and updating the Docker Compose files to ensure correct IP addresses and replication factors.",Data replication issue,False,False,3656
rest_api,4,True,2024-05-10 13:36:09.426000+00:00,queries,bug_or_limit,"The user asked how to perform a conditional filter in Weaviate using ""NOT ContainsAny"" for excluded IDs, and received confirmation that a 'Not' operator for filtering is currently not supported but may be added in the future due to recent capacity gains and ongoing internal discussions.",Is there a way to perform conditional filter WHERE prop NOT ContainsAny (:excludedValues)?,False,False,2260
rest_api,3,False,2025-01-10 10:54:44.247000+00:00,server_setup,conceptual_misunderstanding,"The user wants to create a schema using Python Client V4 via a custom API endpoint, and the resolution involves using the Python client or calling the endpoint directly while maintaining authentication.",How to Create a Schema Using Python Client V4 via a Custom API Endpoint?,False,False,9664
other,3,False,2024-09-13 20:29:03.937000+00:00,deployment,bug_or_limit,"The user reported an issue with the US West Server not being created after an hour, but it worked fine on US East; support suggested emailing Weaviate support for assistance with hosted server issues.",US West Server unable to be created,False,False,4154
other,5,False,2025-03-20 13:41:31.578000+00:00,deployment,bug_or_limit,"User asked about running Weaviate as a Cloud Run service on Google Cloud, encountering issues with exposing multiple ports. A temporary solution was found using an Envoy proxy, but the pydantic validation of the connection failed due to shared host and port. A suggestion was made to test the gRPC port using grpcurl to ensure it's serving correctly.",How to run containerized Weaviate as Google Cloud Run,False,False,20115
python_client,5,True,2023-08-01 23:18:10.597000+00:00,queries,bug_or_limit,"Weaviate has implemented a feature allowing users to update the generative module on a per-collection basis, specifically for the Cohere model, rather than having to use a specific instance for each model.",Change OpenAI Generative Model for Existing Classes,False,False,442
python_client,5,True,2023-12-08 15:51:54.467000+00:00,integration,bug_or_limit,"To integrate Azure Open AI with Weaviate V4, use wvc.Configure.Vectorizer.text2vec_azure_openai, specifying base_url, deployment_id, and resource_name parameters. A single Azure API key can be used for both embedding and generative purposes.",How to use Python V4 Api with Azure?,False,False,1078
Using the offcial Weaviate Python client library,4,False,2024-10-13 18:07:21.703000+00:00,server_setup,bug_or_limit,"The issue with the Weaviate client connection might be due to the synchronous nature of the client used, which can cause issues in an asynchronous context. Try switching to Weaviate's async client.","Getting connection error in V4 (FastAPI + Celery), health check is working though",False,False,5117
rest_api,4,True,2025-01-24 20:53:06.441000+00:00,queries,bug_or_limit,"To filter objects based on a nested property 'ids' within Weaviate using the Filter class, iterate over a list of potential IDs and create a separate Filter condition for each ID. Then, use contains() method to check if the list of IDs contains the specified ID.",Filtering objects based nested property,True,False,9893
rest_api,4,False,2024-11-04 15:16:50.034000+00:00,deployment,incorrect_configuration,"The user had trouble connecting to Weaviate instance from VectorDBBench due to issues with Weaviate startup and GRPC connectivity. After discussions with DudaNogueira from Weaviate team, they were able to resolve the problem by enabling both HTTP and GRPC ports in the Kubernetes cluster and forwarding them correctly. They followed instructions provided by DudaNogueira and successfully connected to Weaviate using the Python client.",Not able to connect to weaviate instance from vectordbBench,False,False,7441
python_client,3,False,2024-07-29 15:39:18.478000+00:00,others,conceptual_misunderstanding,"The user asks about error handling using batches in Weaviate, and DudaNogueira provides an example code snippet as a solution.",[Question] client.batch.failed_objects or collection.batch.failed_objects for the failed objects.,False,False,3211
go_client,3,False,2024-10-02 22:15:08.394000+00:00,server_setup,conceptual_misunderstanding,The user was struggling with setting up Weaviate with a GoLang server due to lack of example code. A suggested solution was to check the tests folder in the Weaviate Go client repository for learning.,Insufficient Information on Golang,False,False,4406
python_client,4,True,2024-12-24 09:43:31.610000+00:00,queries,conceptual_misunderstanding,"near_text queries in Weaviate do not return scores, but rather distances; use distance attribute for results, as well as bm25 or hybrid queries which return scores and can include an explain_score attribute.",Query score 0,False,False,9417
python_client,3,True,2024-08-01 02:34:19.567000+00:00,deployment,bug_or_limit,User asked about the latest version of Weaviate's SaaS product on AWS Marketplace and received an update about an improved solution being worked on.,The latest version support for AWS product,False,False,3239
rest_api,4,True,2024-07-23 10:59:00.500000+00:00,deployment,conceptual_misunderstanding,"The Weaviate user experienced issues restoring a filesystem-based backup due to a misleading 'SUCCESS' status after initiating the restore process. However, waiting for some time revealed that the restoration was actually ongoing. A retry of the restore command returned an error indicating the backup was already in progress, leading to a successful restoration after a delay.",Unable to restore a filesystem based backup on another machine,False,True,3129
other,4,False,2025-01-20 15:24:57.482000+00:00,ingestion,bug_or_limit,"The user asked about importing data from an S3 bucket into a Weaviate instance, specifically when upgrading to a multi-node cluster. The response suggested using a migration guide and creating a new collection with a suitable replication factor.",Data replication Weaviate,True,False,9823
rest_api,4,False,2024-09-18 07:40:56.426000+00:00,deployment,performance,"The user reported an increase in Weaviate startup time after upgrading from 1.24.23 to 1.26.4, which was attributed to the RAFT migration process taking longer than expected, with no clear resolution provided.",Weaviate startup time has increased with 1.25 onwards,False,False,4190
rest_api,4,True,2024-07-24 17:50:56.534000+00:00,queries,conceptual_misunderstanding,"The user asked about using cross-references in the groupBy function for hybrid searches and the purpose of the objects_per_group parameter, and received clarification that cross-references can currently only be used in aggregate queries but supports the expansion of this feature to other operators, and the objects_per_group parameter determines the maximum number of objects returned per group.",[Question] Hybrid GroupBy with cross-ref,False,False,3156
python_client,3,False,2024-07-27 13:05:26.436000+00:00,queries,incorrect_configuration,"To fix the error when querying a Weaviate collection with multiple named vectors, you need to define these vectors explicitly using `NamedVectors.none()` in the `vectorizer_config` section when creating the collection.",[Question] YOUR TOPIC,False,False,3194
python_client,5,False,2025-01-03 17:04:35.302000+00:00,ingestion,incorrect_configuration,The user is having issues with data persistence while running Weaviate with Docker Compose. The resolution involves enabling persistence by setting the `PERSISTENCE_DATA_PATH` environment variable in the Weaviate service and mounting a volume for the data. This allows Weaviate to write data to disk and maintain its state between restarts.,Create persisted database,False,False,9555
python_client,5,False,2024-10-11 07:36:01.978000+00:00,queries,bug_or_limit,"The user encountered an issue with generating a Pydantic schema for WeaviateClient due to missing class imports, which was resolved by checking and updating the Weaviate library versions.",‘weaviate.client.WeaviateClient use with pydantic,True,False,4779
go_client,5,True,2024-12-06 12:22:27.322000+00:00,server_setup,performance,"High resource usage due to Prometheus monitoring was identified as the cause, disabling it resolved the issue.",High resource usage in Flat Index,False,False,9115
python_client,3,False,2025-01-14 18:10:46.275000+00:00,ingestion,bug_or_limit,"User Tejas_Sharma experiences issues with migrating data between two Weaviate clusters using a custom migration script, receiving an 'default' error on certain tenants. Mohamed Shahin suggests checking failed objects after batch processing completes rather than during processing, providing an example script for reference.",Getting 'default' error on migration,False,False,9753
python_client,5,False,2024-07-23 21:30:35.704000+00:00,deployment,bug_or_limit,The user was experiencing issues running a backup process with the Weaviate Python client due to an unexpected status code error. Downgrading to version 1.24 resolved the issue.,Unable to Run Backup Process w/ Python Client,True,False,3138
llm_framework,5,False,2024-11-12 21:52:53.794000+00:00,ingestion,bug_or_limit,"User experiences recurring issues uploading large PDFs due to connection interruptions during ingestion, where Weaviate server version, deployment method, number of nodes, client language, multitenancy status, and screenshot images are provided but no clear resolution mentioned; similar issue reported previously with vectorization failure.",Max file size for pdf imports & Connection Interruption Error,False,False,7557
python_client,3,True,2025-01-06 03:30:24.709000+00:00,queries,conceptual_misunderstanding,The user was experiencing an issue where vectors were not being added to a Weaviate collection when using the 'insert many' method. The solution involves verifying if the vectors are being indexed properly.,Could not import multiple vectors into collection using insert many,False,False,9577
python_client,5,False,2025-01-14 22:09:44.002000+00:00,queries,bug_or_limit,"Transactional updates are currently not supported in Weaviate but the client-side implementation of actions, retries, or logic can be used to mitigate the risk of broken states.",Transactional updates?,False,False,9758
python_client,4,False,2024-10-30 14:20:11.492000+00:00,server_setup,incorrect_configuration,"The user was initially unable to access their Weaviate client due to a read-only file system error. After trying various solutions, including changing the cache path to a writable location and using environment variables, DudaNogueira suggested creating a temporary directory and setting the XDG_DATA_HOME variable within that directory. Eventually, the user was able to resolve the issue and successfully deploy Embedded Weaviate locally.","Couldn't connect to Weaviate, check your URL/API KEY: [Errno 30] Read-only file system: ",False,False,7338
python_client,5,True,2024-07-18 07:27:03.887000+00:00,integration,bug_or_limit,"User Mariam encountered an AttributeError when running client.collections.create() due to missing ollama functionality in the Generative class, but it could be resolved by running the same code on a different environment.",Type object '_Generative' has no attribute 'ollama',False,False,3083
rest_api,5,False,2024-09-12 15:50:34.035000+00:00,deployment,performance,"Various optimizations were applied including updating the server version, adjusting the vectorCacheMaxObjects setting and querying GOMEMLIMIT, but memory issues persist during backups.",Support needed for fixing Weaviate performance issues,False,True,4124
python_client,5,False,2024-10-10 08:42:04.389000+00:00,ingestion,conceptual_misunderstanding,"User Felix encounters issues with batch import using dynamic batching and vectorization in Weaviate, which Duda resolves by suggesting starting with small batch sizes and understanding the difference between similarity searches and keyword searches.",Issues with Batch Import and Vectorization,False,False,4575
ts_client,4,True,2024-09-25 00:34:57.544000+00:00,queries,conceptual_misunderstanding,"Named vectors are used for returning specific vectors, and in GraphQL queries, they should be specified with 'vectors{<name>' to retrieve them, which solves the issue of empty additional vector responses.",Explain _additional vector returned response like i am 5,False,False,4291
python,5,True,2023-07-04 20:27:46.309000+00:00,queries,bug_or_limit,"BM25/hybrid searches are not currently possible on cross-referenced properties, and this functionality is not planned in the current roadmap.",Hybrid Search on Class and cross-referenced class,False,False,321
python_client,5,True,2024-08-21 19:29:18.285000+00:00,ingestion,incorrect_configuration,The user experienced issues with Weaviate's vector search returning no results after setting up a Weaviate instance on an Amazon EC2 instance with Docker Compose. Adding the vector parameter when importing objects into Weaviate solved the problem.,Issue with Vector Query in Weaviate V4 on AWS EC2,False,False,3421
python_client,4,True,2024-09-20 05:04:14.060000+00:00,deployment,incorrect_configuration,"Weaviate is shutting down automatically without any error logs, likely caused by an external factor such as Docker sending a TERM signal, possibly due to lack of a health check on the container; the resolution involves setting up a health check to prevent unexpected terminations.",Weaviate Shutting Down Automatically,False,False,4213
python_client,5,False,2025-01-30 14:08:41.955000+00:00,integration,bug_or_limit,"The user experienced a 'ResourceWarning: unclosed transport' issue while importing Weaviate client, but the root cause was not related to client creation; it could be resolved by closing the connection before creating a new one.","Weaviate client throwing ""ResourceWarning: unclosed transport""",False,False,9966
python_client,4,True,2025-02-24 14:20:25.580000+00:00,server_setup,performance,"A user is experiencing issues with async replication and periodic timeouts in a Weaviate 1.26.14 cluster, which seems to be related to the async replication mechanism. Upgrading to 1.29.0 is recommended to improve performance and fix the issue. However, suggesting and executing the upgrade requires more investigation to handle inconsistencies and potential conflicts.",[QUESTION] Async replication hashbeat fails with context deadline timeout,True,False,10527
python_client,4,True,2024-08-01 14:45:13.231000+00:00,ingestion,performance,"The user encountered a ‘Deadline Exceeded’ error while inserting a large dataset (106,954 records) into Weaviate using the batch insert functionality. A suggested solution was to utilize dynamic batching, which automatically adjusts the batch size for efficient import.",Issue During Batch Insert,False,False,3249
python_client,5,False,2024-11-10 07:04:50.455000+00:00,integration,bug_or_limit,"The problem is caused by Weaviate's caching mechanism, where the embedded instance holds onto existing objects from previous runs. To reproduce the issue, follow these steps: 1) Create a Google Colab notebook and install the required libraries, including `weaviate` and `pandas`. 2) Set up Weaviate's environment variables, such as `WEAVIATE_HOST`, `WEAVIATE_HTTP_PORT`, `WEAVIATE_GRPC_PORT`, and `OPENAI_API_KEY`. 3) Create a Weaviate client instance using `weaviate.use_async_with_embedded(version='1.27.3')`. 4) Create a PDF collection and insert two files into it. 5) Check the object counts for each file and observe that they do not match the expected counts due to Weaviate's caching.",Embeded weaviate with objects stuck at 20; connect_to_local shows thousands objects,False,False,7522
rest_api,3,False,2024-12-19 06:22:43.985000+00:00,security,bug_or_limit,"User Hassan Raza was unable to connect to Weaviate Cloud due to 401 errors, but was resolved by accessing the console at console.weaviate.cloud for hosted cluster support.",Unable to connect to weaviate cloud,False,False,9327
python_client,3,True,2024-08-01 13:21:53.548000+00:00,queries,bug_or_limit,"The user encountered an error while trying to filter a collection by date in Weaviate, but was able to resolve it by passing a Python date object instead of a string, which allows the client to infer the correct data type.",Total_count not working with filters on date values,False,False,3247
python_client,4,False,2025-02-14 08:25:39.924000+00:00,queries,performance,"The user experienced high memory consumption while running a hybrid search query on Weaviate (AWS EKS marketplace subscription), which was worsened after upgrading from 1.24 to 1.28.4. A solution was recommended to compare memory usage of BM25 and near_text queries with and without filters.",Huge memory consumption for filtering hybrid search queries on AWS EKS deployment (Marketplace subscription),False,False,10345
other,4,True,2024-07-12 16:33:57.827000+00:00,deployment,performance,A user was experiencing issues launching the semitecnologies/multi2vec-bind:imagebind image on OpenShift due to permission errors and CrashLoopBackoff. Resolved by increasing the allocated memory to 10GB.,Semitechnologies/multi2vec-bind:imagebind on openshift,False,False,3033
python_client,4,True,2024-08-07 18:47:44.485000+00:00,deployment,incorrect_configuration,"The user asked about setting the resources usage limit for Weaviate embedded with Python API v3, and the resolution was to use environment variables like LIMIT_RESOURCES, GOMEMLIMIT, and GOMAXPROCS by passing them through the Client instantiation with EmbeddedOptions.",How to set up resources usage limit for Weaviate embedded with python,False,False,3294
python_client,5,False,2024-10-04 02:49:30.135000+00:00,integration,conceptual_misunderstanding,"A hybrid search combining a 'Bring Your Own Vector' field with a 'multi2vec_clip' vectorized field, allowing for simultaneous search across both vectors.",Multimodal search with Bring your own vector,False,True,4416
rest_api,4,False,2025-01-28 03:43:13.005000+00:00,deployment,incorrect_configuration,"The user attempted to configure a Weaviate cluster using Kubeadm on an EC2 instance, but encountered issues with cluster formation and data replication between pods. Mohamed Shahin suggested retrying the setup according to Weaviate documentation, specifying the founding member node, setting CLUSTER_JOIN, defining bind ports, and optionally setting node names.",Facing cluster formation between pods of running weaviate using kubeadm on EC2,False,False,9917
other,3,True,2024-09-09 09:02:56.387000+00:00,deployment,incorrect_configuration,"The user asked about running Verba in production mode to hide admin settings, and another user shared a solution using an environment variable (.env file) to achieve this.",Single/Admin user Interface,False,False,4027
rest_api,4,True,2024-09-08 10:08:40.332000+00:00,deployment,bug_or_limit,"The user experienced issues with Weaviate deployment in a single-node k8s cluster due to RAFT configuration not compatible with single-node setup. After exploring further, it was determined that the issue was likely caused by infrastructure configuration rather than Weaviate itself, and the user decided to move towards an Enterprise Cloud solution to bypass the issue.",Single-node in k8s deployment issue,False,False,4018
other,3,False,2025-01-14 13:34:46.125000+00:00,integration,conceptual_misunderstanding,"A user asked about handling domain-specific acronyms/abbreviations in Weaviate. A possible solution was proposed, involving creating a custom collection of abbreviations to add to the prompt before performing a hybrid search.",How to best handle domain specific acronyms/abbreviations?,False,False,9746
other,3,False,2024-10-27 23:17:00.980000+00:00,integration,performance,"Pavan wants to integrate Weaviate with Starling or AiSAQ for indexing, but Duda suggests using the Weaviate Spark Connector instead.",Need to integrate weaviate with Starling or AiSAQ for indexing,False,False,6862
